naics;year;vadd;cap;emp;lvadd;lcap;lemp
311111;1958;266.9;1032.1;18;5.586874056;6.939350841;2.890371758
311111;1959;268.7;1105.6;17.9;5.593595516;7.008143453;2.884800713
311111;1960;269.9;1149.6;17.7;5.59805152;7.047169335;2.87356464
311111;1961;287.8;1186.8;17.5;5.662265794;7.079015888;2.862200881
311111;1962;294.5;1223.7;17.6;5.685279003;7.109634335;2.867898902
311111;1963;328.7;1258;17.1;5.795145481;7.137278437;2.839078464
311111;1964;326.8;1310.2;16.6;5.789348363;7.177935076;2.809402695
311111;1965;324.7;1340.9;16;5.782901679;7.201096309;2.772588722
311111;1966;344.8;1387.9;16.1;5.842964539;7.235547092;2.778819272
311111;1967;410;1419.8;16.7;6.01615716;7.258271296;2.815408719
311111;1968;426.6;1466;16.6;6.055846806;7.290292882;2.809402695
311111;1969;470.2;1527.9;17.3;6.153158136;7.331649523;2.850706502
311111;1970;515.1;1600.8;17.9;6.244361057;7.378258783;2.884800713
311111;1971;518;1678.8;17;6.249975242;7.425834531;2.833213344
311111;1972;572.8;1789.4;12.5;6.350536616;7.489635647;2.525728644
311111;1973;685.4;1902.9;13.7;6.530002609;7.551134317;2.617395833
311111;1974;771.5;2060.3;13.9;6.648336672;7.630606882;2.63188884
311111;1975;882;2182.5;14.3;6.782192056;7.688226288;2.660259537
311111;1976;1061.2;2224.4;14.4;6.967155622;7.707242495;2.667228207
311111;1977;1299.9;2233.3;15.5;7.170042617;7.711235591;2.740840024
311111;1978;1452.5;2246.6;16.3;7.281041489;7.717173241;2.791165108
311111;1979;1303.7;2285.9;16.3;7.172961655;7.734515099;2.791165108
311111;1980;1626.4;2313;16.7;7.394124262;7.746300662;2.815408719
311111;1981;1741;2361;15.2;7.46221494;7.766840537;2.721295428
311111;1982;2129;2317.5;15.2;7.663407665;7.748244297;2.721295428
311111;1983;2268;2289.2;15;7.726653665;7.735957691;2.708050201
311111;1984;2451.1;2271.3;15.2;7.804292182;7.728107634;2.721295428
311111;1985;2868.4;2292.7;14.6;7.961509662;7.737485441;2.681021529
311111;1986;2933.5;2274.1;14.2;7.983951528;7.729339649;2.653241965
311111;1987;2741.5;2284.4;13.4;7.916260495;7.733858687;2.595254707
311111;1988;3088.4;2319.7;13.7;8.035408436;7.749193146;2.617395833
311111;1989;3577.6;2392.9;13.2;8.182447464;7.780261298;2.58021683
311111;1990;3842.2;2457;12.9;8.253800398;7.806696373;2.557227311
311111;1991;3619.8;2534.8;12.8;8.194174055;7.837870017;2.549445171
311111;1992;3729.9;2599;13.8;8.224136703;7.862882035;2.624668592
311111;1993;3643;2671.7;14.1;8.200562797;7.890470253;2.646174797
311111;1994;3477.5;2691;13.3;8.154068924;7.897668151;2.587764035
311111;1995;3279.1;2756.9;13.4;8.095324273;7.921862139;2.595254707
311111;1996;3496.6;2861.2;13.3;8.159546347;7.958996396;2.587764035
311111;1997;4307.1;2933;14;8.368020103;7.983781069;2.63905733
311111;1998;4396.8;3043.4;14.1;8.388632283;8.02073059;2.646174797
311111;1999;4249.7;3097.9;14.2;8.354603671;8.038479742;2.653241965
311111;2000;4283;3184.2;14.8;8.362408978;8.065956359;2.694627181
311111;2001;5153.9;3359.3;14.1;8.547508989;8.119487898;2.646174797
311111;2002;5924.7;3468.4;14.5;8.686885332;8.151448672;2.674148649
311111;2003;6270;3508.9;14.2;8.743531634;8.163057877;2.653241965
311111;2004;6722.6;3591.7;13;8.813230263;8.186380907;2.564949357
311111;2005;7355;3659.5;14.5;8.903135633;8.205081805;2.674148649
311111;2006;7804.2;3707.1;14.6;8.962417329;8.218005179;2.681021529
311111;2007;7561.2;3745.9;16.9;8.930785187;8.228417188;2.827313622
311111;2008;9891.6;3791.6;16.9;9.199441191;8.240543373;2.827313622
311111;2009;9928;3850.6;17.5;9.203114327;8.255984259;2.862200881
311111;2010;9753.2;4000.7;18.2;9.185350715;8.294224625;2.901421594
311111;2011;9201.7;4191.2;16.9;9.127143529;8.340742368;2.827313622
311111;2012;9045.9;4336.6;16.9;9.110066895;8.37484591;2.827313622
311111;2013;10019.8;4427.8;17.1;9.212318414;8.395658126;2.839078464
311111;2014;10395;4549.7;17.9;9.2490802;8.422816576;2.884800713
311111;2015;10335.6;4808;16.5;9.243349526;8.478036476;2.803360381
311111;2016;11029.4;5017.1;17.9;9.308319714;8.520607357;2.884800713
311119;1958;531.5;2166.3;39.2;6.275703198;7.680775922;3.668676747
311119;1959;534.8;2319.3;38.9;6.281892845;7.749020695;3.660994251
311119;1960;537.3;2410.3;38.6;6.286556598;7.7875065;3.653252276
311119;1961;573.1;2486.7;38.2;6.351060222;7.818711809;3.642835516
311119;1962;586.4;2563.2;38.5;6.374002151;7.849011757;3.650658241
311119;1963;654.4;2634.4;37.4;6.483718785;7.876410731;3.621670704
311119;1964;650.7;2743.4;36.1;6.478048707;7.916953306;3.586292865
311119;1965;646.3;2807.7;35.1;6.471263792;7.940120922;3.55820113
311119;1966;686.5;2906;35.2;6.531606225;7.974532844;3.561046083
311119;1967;816.1;2972.9;36.5;6.704536896;7.997293186;3.597312261
311119;1968;849.3;3068.5;36.4;6.744412481;8.028944122;3.594568775
311119;1969;936.4;3197.8;38;6.842042736;8.070218352;3.63758616
311119;1970;1025.8;3349.2;39.1;6.933228075;8.11647679;3.666122467
311119;1971;1031.5;3512;37.2;6.938769333;8.163940955;3.616308761
311119;1972;1140.5;3742.2;45.6;7.039222042;8.227428953;3.819907717
311119;1973;1355.6;3847.7;42.7;7.21199944;8.255230846;3.75419892
311119;1974;1460.5;3980;45.2;7.286534122;8.289037098;3.811097087
311119;1975;1446.2;4128.3;44.4;7.276694706;8.325620979;3.793239469
311119;1976;1668.5;4193.6;43.4;7.419680298;8.341314833;3.770459441
311119;1977;1636.3;4308.6;41.1;7.400192874;8.368368304;3.716008122
311119;1978;1726.3;4381.2;42.8;7.453735669;8.385077938;3.756538103
311119;1979;2084.1;4376.8;41.4;7.642092386;8.384073143;3.723280881
311119;1980;2135.3;4478.6;41.2;7.666362431;8.407065777;3.718438256
311119;1981;2130.7;4631.7;39.6;7.664205843;8.44067925;3.678829118
311119;1982;2338.8;4597.1;39.6;7.757393256;8.433180949;3.678829118
311119;1983;2416.2;4481;38.3;7.789951337;8.407601515;3.645449896
311119;1984;2559;4475;36.5;7.847371836;8.406261631;3.597312261
311119;1985;2479.3;4551.1;34;7.815731541;8.423124241;3.526360525
311119;1986;2345;4481.8;31.9;7.760040681;8.40778003;3.46260601
311119;1987;2600.7;4419.9;34.4;7.863535919;8.39387235;3.538056564
311119;1988;2804.4;4419.5;33.3;7.938944891;8.393781847;3.505557397
311119;1989;2759.9;4398.2;34.8;7.922949726;8.388950645;3.549617387
311119;1990;2916.5;4476.5;35.7;7.978139546;8.40659677;3.575150689
311119;1991;2828.5;4520.9;35.7;7.947501815;8.416466368;3.575150689
311119;1992;2873.1;4489.9;35.4;7.963146865;8.409585709;3.56671182
311119;1993;3779.8;4486.6;33.7;8.237426377;8.408850456;3.517497837
311119;1994;4145.2;4439.4;34.1;8.329706317;8.398274511;3.529297384
311119;1995;4939.1;4462.3;34.1;8.504938407;8.403419607;3.529297384
311119;1996;4046.7;4476.3;32.4;8.305657013;8.406552091;3.478158423
311119;1997;4472.7;4470.1;32.7;8.405747532;8.405166059;3.487375078
311119;1998;4405.6;4524.7;31.4;8.390631738;8.417306556;3.446807893
311119;1999;3934.1;4678.7;34.1;8.277437418;8.450775573;3.529297384
311119;2000;3622;4820.2;34.5;8.194781638;8.4805707;3.540959324
311119;2001;4646.5;4850.1;35.4;8.443869527;8.486754602;3.56671182
311119;2002;4649.5;4973.4;32.5;8.444514966;8.51185899;3.481240089
311119;2003;6148.1;5049.2;33.2;8.72389837;8.526985094;3.502549876
311119;2004;5837.1;5176.5;30.1;8.671989377;8.551884431;3.404525172
311119;2005;6635;5225;29.4;8.800113947;8.561210077;3.380994674
311119;2006;6666.3;5291.8;29.2;8.804820262;8.573913732;3.374168709
311119;2007;6312.9;5394.7;29.3;8.750350438;8.593172269;3.377587516
311119;2008;7601.2;5435.9;30.1;8.936061409;8.600780379;3.404525172
311119;2009;8808.5;5712.9;28.8;9.083472443;8.650482055;3.360375387
311119;2010;6957.2;5678.3;28.4;8.847532374;8.644407171;3.346389145
311119;2011;7442.7;5666.5;28.1;8.914988965;8.642326922;3.335769576
311119;2012;6612.9;5653.1;28;8.796777566;8.639959346;3.33220451
311119;2013;6737.7;5713.5;27.5;8.815473899;8.650587075;3.314186005
311119;2014;6482.8;5892.6;26.1;8.776907795;8.681452605;3.261935314
311119;2015;7260.1;6058.7;27.1;8.890148882;8.709250535;3.299533728
311119;2016;7354.3;6174.7;28.2;8.903040455;8.728215577;3.339321978
311211;1958;393.1;1271.5;28.2;5.974064032;7.147952585;3.339321978
311211;1959;410.9;1363.1;28.5;6.018349876;7.217516797;3.349904087
311211;1960;444.4;1461.3;27.2;6.096725058;7.287081729;3.303216973
311211;1961;447.1;1548.3;26.6;6.102782283;7.344912834;3.280911216
311211;1962;441.3;1621.9;25.7;6.089724916;7.39135358;3.246490992
311211;1963;373.1;1673.4;22.4;5.92184648;7.422612764;3.109060959
311211;1964;399.8;1744.8;21.9;5.990964422;7.464395215;3.086486637
311211;1965;405.8;1783;20.7;6.005860427;7.486052618;3.0301337
311211;1966;434;1814.3;20.1;6.073044534;7.503454997;3.000719815
311211;1967;491.4;1899.9;20.5;6.19725846;7.549556532;3.020424886
311211;1968;498.7;1932.8;19.8;6.212004713;7.566725008;2.985681938
311211;1969;497.4;1963.1;20;6.209394531;7.582280135;2.995732274
311211;1970;535.2;2016.2;19;6.282640509;7.608969831;2.944438979
311211;1971;528.8;2081.3;18;6.270610289;7.640747977;2.890371758
311211;1972;509.9;2058.7;16.1;6.234214628;7.629829995;2.778819272
311211;1973;589.2;2076.7;17;6.378765685;7.638535374;2.833213344
311211;1974;609.2;2114.1;17.4;6.412146621;7.656384469;2.856470206
311211;1975;715;2138.9;17.7;6.572282543;7.668046957;2.87356464
311211;1976;746.2;2160.1;17.5;6.614993661;7.677909796;2.862200881
311211;1977;824.7;2222;15.6;6.715019684;7.70616297;2.747270914
311211;1978;845.5;2221.6;15.1;6.739928168;7.705982936;2.714694744
311211;1979;942.7;2206.5;15.3;6.848748098;7.699162829;2.727852828
311211;1980;1030.6;2238.8;15.5;6.937896436;7.713695287;2.740840024
311211;1981;1113.9;2248.1;15.8;7.01562265;7.717840694;2.76000994
311211;1982;1094.6;2216.4;15.1;6.998144279;7.703639537;2.714694744
311211;1983;1198.6;2198.4;14.7;7.088909488;7.695485102;2.687847494
311211;1984;1208.2;2193.8;13.9;7.096886928;7.693390479;2.63188884
311211;1985;1159.7;2215.6;13.3;7.05591663;7.703278526;2.587764035
311211;1986;1346.2;2197.8;13.5;7.205041088;7.695212139;2.602689685
311211;1987;1337;2164.1;13.3;7.198183577;7.67975985;2.587764035
311211;1988;1439.7;2170.9;12.8;7.272190038;7.682897107;2.549445171
311211;1989;1420.7;2237.2;12.3;7.258904987;7.712980363;2.509599262
311211;1990;1251.7;2249.8;12.3;7.132257906;7.718596602;2.509599262
311211;1991;1394.9;2279.7;12.4;7.240578007;7.731799134;2.517696473
311211;1992;1625;2343.1;13.1;7.393263095;7.759230118;2.57261223
311211;1993;1885.6;2516.5;13.4;7.542001352;7.830624326;2.595254707
311211;1994;1908.4;2526.7;12.7;7.554020474;7.834669382;2.541601993
311211;1995;2000.3;2508.3;13;7.601052448;7.827360512;2.564949357
311211;1996;1522.6;2605.4;12.6;7.328174679;7.865341493;2.533696814
311211;1997;1894.6;2599;12.8;7.546763013;7.862882035;2.549445171
311211;1998;1864;2673.8;10.9;7.530479995;7.891255961;2.388762789
311211;1999;1666.1;2732.9;12.1;7.418240845;7.913118595;2.493205453
311211;2000;2116;2767.7;12.6;7.657282793;7.925771929;2.533696814
311211;2001;1684.4;2827.4;11.6;7.429164696;7.94711284;2.451005098
311211;2002;2003.9;2801;11.6;7.602850561;7.937731775;2.451005098
311211;2003;2361.1;2825.9;10.8;7.766882891;7.946582177;2.379546134
311211;2004;2507.6;2865.8;10.6;7.827081399;7.960602822;2.360854001
311211;2005;2327.5;2962.2;10.5;7.752550009;7.993687514;2.351375257
311211;2006;2121.2;2996;9.7;7.659737245;8.005033345;2.272125886
311211;2007;2664.7;2981.2;10.3;7.88784676;8.000081183;2.332143895
311211;2008;2790;3095.3;10.5;7.933796875;8.037640111;2.351375257
311211;2009;3526;3081.6;10.3;8.167919363;8.033204222;2.332143895
311211;2010;3622.1;3108.6;10.7;8.194809247;8.041927743;2.370243741
311211;2011;4543.6;3160.9;11;8.421474928;8.058612076;2.397895273
311211;2012;4432.5;3248.7;11;8.396719038;8.086010195;2.397895273
311211;2013;4732.5;3259.6;10.7;8.462208883;8.089359767;2.370243741
311211;2014;5482.1;3350.2;12.5;8.609243518;8.116775325;2.525728644
311211;2015;4685.6;3461.2;11.7;8.452249255;8.149370629;2.459588842
311211;2016;4394;3460.1;12.2;8.387995253;8.149052769;2.501435952
311212;1958;50.8;71;3.6;3.927896355;4.262679877;1.280933845
311212;1959;49.6;76.5;3.4;3.903990834;4.337290741;1.223775432
311212;1960;57.3;78.9;3.6;4.048300624;4.368181228;1.280933845
311212;1961;59.9;90.1;3.7;4.092676505;4.500920165;1.30833282
311212;1962;62.8;104.6;4.2;4.139955073;4.650143552;1.435084525
311212;1963;76.8;123;4.1;4.34120464;4.812184355;1.410986974
311212;1964;66.8;134.6;4;4.201703081;4.902307417;1.386294361
311212;1965;80.7;149.9;4;4.390738575;5.009968405;1.386294361
311212;1966;82.3;165.7;3.8;4.410371108;5.110178924;1.335001067
311212;1967;99.1;188.9;4;4.596129441;5.241217775;1.386294361
311212;1968;102.7;220.5;4;4.631812117;5.395897695;1.386294361
311212;1969;120.9;244.2;4;4.794963758;5.497987562;1.386294361
311212;1970;107.8;255.5;4;4.680277658;5.54322241;1.386294361
311212;1971;123;261.2;3.6;4.812184355;5.565286397;1.280933845
311212;1972;141.6;295.8;3.8;4.953006181;5.68968355;1.335001067
311212;1973;158.9;302.9;3.7;5.068275074;5.713402718;1.30833282
311212;1974;253.7;311.4;4.2;5.536152467;5.741078259;1.435084525
311212;1975;227.8;331.2;4.2;5.428468051;5.802722423;1.435084525
311212;1976;267.4;353.5;4.5;5.588745665;5.867883485;1.504077397
311212;1977;325.5;404.1;4.6;5.785362462;6.001662372;1.526056303
311212;1978;348.8;465.3;4.9;5.854498692;6.142682359;1.589235205
311212;1979;340.1;584.5;5.3;5.829239692;6.370756781;1.667706821
311212;1980;462;640.8;5.4;6.135564891;6.462717396;1.686398954
311212;1981;541.1;703.2;4.9;6.293604105;6.555641346;1.589235205
311212;1982;362.4;726.9;5.4;5.892748574;6.588788916;1.686398954
311212;1983;435.6;728.4;5.2;6.076724391;6.590850348;1.648658626
311212;1984;379.7;721.7;4.9;5.939381467;6.58160954;1.589235205
311212;1985;371.1;728.8;4.7;5.916471568;6.591399346;1.547562509
311212;1986;352.1;701.9;4.8;5.863915226;6.553790944;1.568615918
311212;1987;469.6;726.9;4.5;6.151881269;6.588788916;1.504077397
311212;1988;398.4;754.5;4.5;5.987456526;6.626055278;1.504077397
311212;1989;553.4;766.5;4.7;6.316081067;6.641834698;1.547562509
311212;1990;592.5;762.9;4.3;6.384350873;6.637126961;1.458615023
311212;1991;450.9;752.9;4.2;6.111245585;6.623932417;1.435084525
311212;1992;437;743.7;3.9;6.079933195;6.611637728;1.360976553
311212;1993;602.6;733.6;3.9;6.401253627;6.597963921;1.360976553
311212;1994;602.6;739.3;4.1;6.401253627;6.605703793;1.410986974
311212;1995;477.1;742.3;4;6.167726113;6.609753474;1.386294361
311212;1996;903.9;748.1;3.6;6.806718735;6.617536659;1.280933845
311212;1997;587.7;749.5;3.8;6.376216614;6.619406318;1.335001067
311212;1998;601.7;758.1;3.6;6.399758982;6.630815303;1.280933845
311212;1999;604.9;740.6;4.3;6.405063155;6.607460668;1.458615023
311212;2000;529.6;744.4;4.2;6.272122005;6.612578525;1.435084525
311212;2001;511.4;767;4.1;6.237152063;6.642486801;1.410986974
311212;2002;530.1;772.7;3.8;6.273065668;6.649890875;1.335001067
311212;2003;640.2;772.8;3.6;6.461780628;6.650020283;1.280933845
311212;2004;696.6;778.7;3.7;6.546211358;6.657625863;1.30833282
311212;2005;662.2;802.6;3.7;6.495567625;6.687856458;1.30833282
311212;2006;618;812;3.5;6.426488457;6.69950034;1.252762968
311212;2007;786;809;3.8;6.666956792;6.695798917;1.335001067
311212;2008;812;826.4;3.9;6.69950034;6.717078918;1.360976553
311212;2009;1001;826.3;3.8;6.908754779;6.716957904;1.335001067
311212;2010;1002.7;838.4;3.9;6.910451641;6.731495314;1.360976553
311212;2011;1226;858.1;3.9;7.111512116;6.754720643;1.360976553
311212;2012;1165.2;878.6;3.9;7.060648025;6.778329732;1.360976553
311212;2013;1429.7;919.9;4.3;7.265219911;6.824264968;1.458615023
311212;2014;1483.8;936.5;4.7;7.302361644;6.842149522;1.547562509
311212;2015;1324.2;958.9;4.7;7.188563782;6.865786794;1.547562509
311212;2016;1147.1;976.4;5.3;7.044992297;6.883872339;1.667706821
311213;1958;55.1;380.2;2.4;4.009149716;5.94069743;0.875468737
311213;1959;51.3;390.6;2.5;3.937690752;5.967684018;0.916290732
311213;1960;40;409.6;2.7;3.688879454;6.015181074;0.993251773
311213;1961;31.9;414.4;2.5;3.46260601;6.026831691;0.916290732
311213;1962;48.6;415;2.3;3.883623531;6.02827852;0.832909123
311213;1963;44;378.8;1.9;3.784189634;5.937008361;0.641853886
311213;1964;58.3;373.4;2.1;4.065602093;5.922650231;0.741937345
311213;1965;50.6;374.7;1.9;3.923951576;5.926125706;0.641853886
311213;1966;48.5;381;1.8;3.881563798;5.942799375;0.587786665
311213;1967;47.5;374.2;2;3.860729711;5.924790414;0.693147181
311213;1968;54;385;2;3.988984047;5.953243334;0.693147181
311213;1969;57.7;393;2.1;4.055257174;5.973809612;0.741937345
311213;1970;57.8;395.2;1.9;4.056988776;5.979391966;0.641853886
311213;1971;60.9;384.9;1.8;4.109233175;5.95298356;0.587786665
311213;1972;55;379.2;1.7;4.007333185;5.93806377;0.530628251
311213;1973;72.6;389.8;1.5;4.284964922;5.965633787;0.405465108
311213;1974;107.8;379.8;1.7;4.680277658;5.939644798;0.530628251
311213;1975;121.6;383.5;1.7;4.80073697;5.949339621;0.530628251
311213;1976;87.4;417.2;1.6;4.470495283;6.033565723;0.470003629
311213;1977;101.4;435.8;1.6;4.619073091;6.077183423;0.470003629
311213;1978;103.3;500.1;1.7;4.637637376;6.214808078;0.530628251
311213;1979;135.4;567.7;1.5;4.90823336;6.34159311;0.405465108
311213;1980;162.2;637.3;1.6;5.088830142;6.457240502;0.470003629
311213;1981;192.2;658.9;1.6;5.258536497;6.490571778;0.470003629
311213;1982;166.2;665;1.7;5.113191882;6.499787041;0.530628251
311213;1983;135.7;665.5;1.6;4.910446567;6.500538638;0.470003629
311213;1984;162.2;702.3;1.6;5.088830142;6.554360663;0.470003629
311213;1985;161.8;683.1;1.6;5.086361005;6.526641262;0.470003629
311213;1986;162.5;680.8;1.5;5.090678002;6.523268577;0.405465108
311213;1987;153.6;652.7;1.4;5.034351821;6.481117606;0.336472237
311213;1988;178;636.3;1.4;5.18178355;6.45567015;0.336472237
311213;1989;254.6;637.3;1.5;5.539693686;6.457240502;0.405465108
311213;1990;170.8;620.5;1.4;5.140493281;6.430525605;0.336472237
311213;1991;179.7;605.1;1.4;5.191288794;6.405393734;0.336472237
311213;1992;175.9;590.5;1.3;5.169915652;6.380969636;0.262364264
311213;1993;184.2;585.4;1.3;5.216022124;6.372295374;0.262364264
311213;1994;165.6;591.9;1.2;5.109575242;6.383337702;0.182321557
311213;1995;235.4;632.6;1.2;5.461286195;6.449838311;0.182321557
311213;1996;257.5;645.1;1.2;5.55101972;6.469405344;0.182321557
311213;1997;206.7;646.8;1.3;5.331268467;6.472037128;0.262364264
311213;1998;224.9;655.5;1.2;5.415655859;6.485398303;0.182321557
311213;1999;106.4;674.1;0.9;4.667205577;6.513378468;-0.105360516
311213;2000;135.6;660.8;0.9;4.909709376;6.493451222;-0.105360516
311213;2001;128.9;647.3;0.9;4.85903691;6.472809866;-0.105360516
311213;2002;132.8;639.7;0.9;4.888844237;6.460999316;-0.105360516
311213;2003;160.8;616.1;0.9;5.080161357;6.423409288;-0.105360516
311213;2004;175.3;595.1;0.9;5.166498792;6.388729459;-0.105360516
311213;2005;167;580.1;0.9;5.117993812;6.363200502;-0.105360516
311213;2006;156.2;563.3;0.9;5.051137237;6.333812346;-0.105360516
311213;2007;195.1;544.2;1.2;5.273512248;6.299316826;0.182321557
311213;2008;212.7;539.7;1;5.359882722;6.29101343;0
311213;2009;271.4;523.6;1;5.603593747;6.260728034;0
311213;2010;281.4;511.9;1;5.639777145;6.238129293;0
311213;2011;356.2;503.1;1;5.875492371;6.220788957;0
311213;2012;350.6;495.8;1;5.859645972;6.20617262;0
311213;2013;361.8;501.9;1;5.891091573;6.218400897;0
311213;2014;416.2;500.2;1;6.031165914;6.215008018;0
311213;2015;518.3;515.1;1.1;6.250554225;6.244361057;0.09531018
311213;2016;530.2;527.6;0.9;6.273254294;6.268338421;-0.105360516
311221;1958;249.4;1046.4;13.8;5.519058033;6.953110981;2.624668592
311221;1959;262.2;1120.9;13.3;5.569107571;7.021887213;2.587764035
311221;1960;277.6;1198.2;13.7;5.626181229;7.08857571;2.617395833
311221;1961;282.3;1287.2;13.9;5.642970335;7.160224596;2.63188884
311221;1962;277.1;1416.5;13.9;5.624378452;7.255944319;2.63188884
311221;1963;290.9;1488;13.2;5.672979566;7.305188215;2.58021683
311221;1964;291.8;1575.2;12.5;5.676068636;7.362137527;2.525728644
311221;1965;302.7;1746;12.9;5.712742216;7.465082736;2.557227311
311221;1966;346.6;1896.8;13.9;5.848171377;7.547923535;2.63188884
311221;1967;353.6;2009.3;14.1;5.868166331;7.605541682;2.646174797
311221;1968;382.8;2095.3;14.1;5.94751266;7.64745202;2.646174797
311221;1969;395.9;2175.5;13.5;5.981161654;7.685013802;2.602689685
311221;1970;373.5;2233.1;13.5;5.922918005;7.711146034;2.602689685
311221;1971;328.4;2302.9;13;5.794232378;7.741924477;2.564949357
311221;1972;331.2;2305.1;12.1;5.802722423;7.742879338;2.493205453
311221;1973;359.7;2410.6;11.7;5.885270351;7.787630958;2.459588842
311221;1974;673.4;2558.2;11.1;6.512339507;7.847059165;2.406945108
311221;1975;872.9;2671.4;10.9;6.771821002;7.890357959;2.388762789
311221;1976;650.2;2945.8;11;6.477280008;7.988135706;2.397895273
311221;1977;666.7;3247.9;10.9;6.50234017;8.085763913;2.388762789
311221;1978;690;3579.2;11.1;6.536691598;8.182894591;2.406945108
311221;1979;847.5;3775.2;10.8;6.742290839;8.23620864;2.379546134
311221;1980;1240.6;3860.1;10.7;7.123350413;8.258448369;2.370243741
311221;1981;1428.7;4025.7;10.4;7.264520219;8.300454088;2.341805806
311221;1982;1157.4;4485.2;9.5;7.053931389;8.408538367;2.251291799
311221;1983;1224.1;4628;8.9;7.109961159;8.439880088;2.186051277
311221;1984;1020.3;4595.6;8.4;6.927851981;8.432854603;2.128231706
311221;1985;1363.4;4684.7;8.7;7.217736859;8.452057158;2.163323026
311221;1986;1472.8;5004.4;8.3;7.29492063;8.518072804;2.116255515
311221;1987;2074.5;5160;8.6;7.63747544;8.548691858;2.151762203
311221;1988;2120.2;5275.7;9.2;7.659265703;8.570866651;2.219203484
311221;1989;2554.7;5499.5;9.3;7.845690079;8.612412458;2.2300144
311221;1990;2867.7;5579.7;9.3;7.961265594;8.62689029;2.2300144
311221;1991;3265.9;5642.5;9.7;8.091290655;8.638082509;2.272125886
311221;1992;3257.5;5770.6;9.2;8.088715309;8.66053134;2.219203484
311221;1993;3262.4;5932.6;9;8.0902184;8.688217844;2.197224577
311221;1994;3209.5;6101.6;9;8.073870441;8.716306311;2.197224577
311221;1995;4075.8;6358.8;9.2;8.312822325;8.757594959;2.219203484
311221;1996;2833.3;6829;9;7.949197389;8.828933529;2.197224577
311221;1997;3071.1;7297.4;9.2;8.029791083;8.895273399;2.219203484
311221;1998;3007.3;7471.6;9.3;8.008797945;8.918864445;2.2300144
311221;1999;2936.1;7506.1;9.1;7.984837449;8.923471302;2.208274414
311221;2000;2871.4;7529.8;9.2;7.962554995;8.92662376;2.219203484
311221;2001;2869.7;7866.9;8.6;7.961962774;8.970419363;2.151762203
311221;2002;3150.8;8144.2;9;8.055411668;9.005061296;2.197224577
311221;2003;3381.2;7907.5;8.8;8.125985955;8.975566955;2.174751721
311221;2004;3590.7;7671.8;8.8;8.186102449;8.945306547;2.174751721
311221;2005;3864.1;7590.7;8.7;8.259484075;8.934679093;2.163323026
311221;2006;4108.8;7437.8;8.8;8.320886294;8.914330385;2.174751721
311221;2007;5212.4;7541.3;8.2;8.558795681;8.92814986;2.104134154
311221;2008;7035.6;7386.2;8.3;8.858738254;8.907368673;2.116255515
311221;2009;7477;7368.1;8.2;8.919586921;8.90491515;2.104134154
311221;2010;6605;7322.6;7;8.795582217;8.898720735;1.945910149
311221;2011;5578.1;7180.3;7.2;8.626603496;8.879096444;1.974081026
311221;2012;3878.4;7065.8;6.6;8.263177976;8.863021523;1.887069649
311221;2013;4232;6969.6;6.7;8.350429974;8.849313113;1.902107526
311221;2014;4096.3;6845.1;7;8.317839406;8.831288347;1.945910149
311221;2015;3908.7;6643.2;7;8.270960117;8.801349054;1.945910149
311221;2016;3825.3;6455;6.9;8.249392175;8.772610303;1.931521412
311222;1958;131.8;1534.5;7.4;4.881285622;7.335959874;2.00148
311222;1959;139.3;1534.6;7.4;4.936629881;7.33602504;2.00148
311222;1960;124.3;1578.2;7.1;4.822697999;7.364040236;1.960094784
311222;1961;156.8;1566;7.1;5.054971108;7.356279877;1.960094784
311222;1962;139.5;1588.7;6.7;4.938064601;7.370671351;1.902107526
311222;1963;143.6;1536.9;6;4.967031657;7.33752268;1.791759469
311222;1964;160.7;1503.5;5.9;5.079539273;7.315551002;1.774952351
311222;1965;148.6;1469.1;6.1;5.001258132;7.292405247;1.808288771
311222;1966;197.8;1457.8;6.5;5.287256419;7.284683729;1.871802177
311222;1967;203.4;1453.3;7.3;5.315174484;7.281592112;1.987874348
311222;1968;239.9;1480.7;6.8;5.48022217;7.300270228;1.916922612
311222;1969;225.7;1535.7;6.8;5.419206684;7.336741582;1.916922612
311222;1970;387.8;1591.9;7.3;5.960489743;7.37268355;1.987874348
311222;1971;316.1;1691;7.3;5.756058619;7.433075349;1.987874348
311222;1972;330.5;1764.9;8.3;5.800606659;7.475849311;2.116255515
311222;1973;588.4;1822.4;9.1;6.377406989;7.507909593;2.208274414
311222;1974;653.3;1878.9;9.5;6.482036442;7.538441778;2.251291799
311222;1975;321.1;2047.7;8.7;5.771752601;7.624472491;2.163323026
311222;1976;589.3;2185.3;8.7;6.378935392;7.689508398;2.163323026
311222;1977;352.9;2266;8.6;5.866184731;7.725771442;2.151762203
311222;1978;578.7;2346.8;9.1;6.360784209;7.760807977;2.208274414
311222;1979;857.2;2446.5;9.4;6.753671264;7.802413711;2.240709689
311222;1980;799.1;2491.6;9.4;6.683486094;7.820680353;2.240709689
311222;1981;774;2591;9.1;6.651571874;7.859799181;2.208274414
311222;1982;640.3;2673.5;8.2;6.461936817;7.891143754;2.104134154
311222;1983;838.5;2622.9;7.4;6.731614581;7.872035855;2.00148
311222;1984;615.2;2581.6;7.2;6.421947418;7.856164641;1.974081026
311222;1985;672;2563;6.7;6.510258341;7.848933726;1.902107526
311222;1986;638.9;2499.6;6.4;6.459747948;7.823885998;1.85629799
